item_name,item_id,trackable,bundle,cooking,crafting,quest,shipping,crop,fish,forage,spring,summer,fall,winter
Quality Crops Bundle (Remixed),20031,1,1,0,0,0,0,0,0,0,0,0,0,0
Rare Crops Bundle (Remixed),20032,1,1,0,0,0,0,0,0,0,0,0,0,0
Garden Bundle (Remixed),20033,1,1,0,0,0,0,0,0,0,0,0,0,0
Fish Farmer's Bundle (Remixed),20034,1,1,0,0,0,0,0,0,0,0,0,0,0
Brewer's Bundle (Remixed),20035,1,1,0,0,0,0,0,0,0,0,0,0,0
Master Fisher's Bundle (Remixed),20036,1,1,0,0,0,0,0,0,0,0,0,0,0
Quality Fish Bundle (Remixed),20037,1,1,0,0,0,0,0,0,0,0,0,0,0
Adventurer's Bundle (Remixed),20038,1,1,0,0,0,0,0,0,0,0,0,0,0
Treasure Hunter's Bundle (Remixed),20039,1,1,0,0,0,0,0,0,0,0,0,0,0
Engineer's Bundle (Remixed),20040,1,1,0,0,0,0,0,0,0,0,0,0,0
Dye Bundle (Remixed),20041,1,1,0,0,0,0,0,0,0,0,0,0,0
Home Cook's Bundle (Remixed),20042,1,1,0,0,0,0,0,0,0,0,0,0,0
Children's Bundle (Remixed),20043,1,1,0,0,0,0,0,0,0,0,0,0,0
Forager's Bundle (Remixed),20044,1,1,0,0,0,0,0,0,0,0,0,0,0
Jodi's Request (Cauliflower),30001,1,0,0,0,1,0,0,0,0,0,0,0,0
Marnie's Request (Cave Carrot),30002,1,0,0,0,1,0,0,0,0,0,0,0,0
Pam Is Thirsty (Pale Ale),30003,1,0,0,0,1,0,0,0,0,0,0,0,0
A Dark Reagent (Void Essence),30004,1,0,0,0,1,0,0,0,0,0,0,0,0
Cow's Delight (Amaranth),30005,1,0,0,0,1,0,0,0,0,0,0,0,0
Crop Research (Melon),30006,1,0,0,0,1,0,0,0,0,0,0,0,0
Knee Therapy (Hot Pepper),30007,1,0,0,0,1,0,0,0,0,0,0,0,0
Robin's Request (10 Hardwood),30008,1,0,0,0,1,0,0,0,0,0,0,0,0
The Mysterious Qi,30009,1,0,0,0,1,0,0,0,0,0,0,0,0
Carving Pumpkins (Pumpkin),30010,1,0,0,0,1,0,0,0,0,0,0,0,0
Strange Note (Maple Syrup),30011,1,0,0,0,1,0,0,0,0,0,0,0,0
Fresh Fruit (Apricot),30012,1,0,0,0,1,0,0,0,0,0,0,0,0
Aquatic Research (Pufferfish),30013,1,0,0,0,1,0,0,0,0,0,0,0,0
A Soldier's Star (Starfruit),30014,1,0,0,0,1,0,0,0,0,0,0,0,0
Mayor's Need (Truffle Oil),30015,1,0,0,0,1,0,0,0,0,0,0,0,0
Wanted: Lobster,30016,1,0,0,0,1,0,0,0,0,0,0,0,0
Pam Needs Juice (Battery),30017,1,0,0,0,1,0,0,0,0,0,0,0,0
Fish Casserole (Largemouth),30018,1,0,0,0,1,0,0,0,0,0,0,0,0
Catch a Squid,30019,1,0,0,0,1,0,0,0,0,0,0,0,0
Fish Stew (Albacore),30020,1,0,0,0,1,0,0,0,0,0,0,0,0
Pierre's Notice (Sashimi),30021,1,0,0,0,1,0,0,0,0,0,0,0,0
Clint's Attempt (Amethyst),30022,1,0,0,0,1,0,0,0,0,0,0,0,0
A Favor For Clint (Iron Bar),30023,1,0,0,0,1,0,0,0,0,0,0,0,0
Staff of Power (Iridium Bar),30024,1,0,0,0,1,0,0,0,0,0,0,0,0
Granny's Gift (Leek),30025,1,0,0,0,1,0,0,0,0,0,0,0,0
Exotic Spirits (Coconut),30026,1,0,0,0,1,0,0,0,0,0,0,0,0
Catch a Lingcod,30027,1,0,0,0,1,0,0,0,0,0,0,0,0
Goblin Problem (Void Mayo),30028,1,0,0,0,1,0,0,0,0,0,0,0,0
Gourmand Frog (Seeds),30029,1,0,0,0,1,0,0,0,0,0,0,0,0
Island Mermaid Puzzle,30030,1,0,0,0,1,0,0,0,0,0,0,0,0
Island Gem Bird Puzzle,30031,1,0,0,0,1,0,0,0,0,0,0,0,0
Master Canoli Stardrop,30033,1,0,0,0,1,0,0,0,0,0,0,0,0
Fish Pond,40001,1,0,0,1,0,0,0,0,0,0,0,0,0
Earth Obelisk,50001,1,0,0,1,0,0,0,0,0,0,0,0,0
Water Obelisk,50002,1,0,0,1,0,0,0,0,0,0,0,0,0
Desert Obelisk,50003,1,0,0,1,0,0,0,0,0,0,0,0,0
Island Obelisk,50004,1,0,0,1,0,0,0,0,0,0,0,0,0
Willy’s Boat (Hull),60001,1,0,0,0,1,0,0,0,0,0,0,0,0
Willy’s Boat (Anchor),60002,1,0,0,0,1,0,0,0,0,0,0,0,0
Willy’s Boat (Ticket Stand),60003,1,0,0,0,1,0,0,0,0,0,0,0,0
